origin_no	sort_id	token	number	frequency
19802	24944	renaming	9662	2.127e-06
13316	23261	haryana	9661	2.126e-06
23011	25645	spawn	9660	2.126e-06
21667	23132	##igraphy	9660	2.126e-06
23967	23966	privatization	9658	2.126e-06
15528	24753	severn	9658	2.126e-06
24415	26844	sweets	9658	2.126e-06
22783	21316	forster	9657	2.126e-06
27098	23501	engraving	9654	2.125e-06
24941	23861	glamorgan	9653	2.125e-06
19710	24390	##torium	9653	2.125e-06
25010	26674	outset	9652	2.124e-06
22274	27274	vantage	9652	2.124e-06
19173	22547	goddard	9652	2.124e-06
27640	27396	palette	9651	2.124e-06
5933	25731	##bry	9651	2.124e-06
22480	25369	singled	9648	2.124e-06
25468	25665	topical	9646	2.123e-06
23604	26717	blackout	9645	2.123e-06
21881	23933	attends	9644	2.123e-06
8724	26252	inexperienced	9644	2.123e-06
14937	22581	muttering	9644	2.123e-06
19297	21563	pba	9644	2.123e-06
24097	24946	pedestrians	9643	2.123e-06
24130	28462	mouthful	9643	2.123e-06
20506	25304	textual	9642	2.122e-06
26546	25769	breached	9641	2.122e-06
16028	22997	313	9640	2.122e-06
23743	26296	repairing	9639	2.122e-06
22205	23001	salford	9639	2.122e-06
21893	25986	restrictive	9638	2.121e-06
16531	25517	vertebrae	9638	2.121e-06
16866	29281	dwarves	9636	2.121e-06
20040	29813	##ת	9635	2.121e-06
25167	22934	##rigues	9634	2.121e-06
20864	26300	##chase	9634	2.121e-06
27271	25327	noticeably	9633	2.120e-06
15462	25949	##osity	9631	2.120e-06
25283	25999	sheds	9629	2.119e-06
15847	23936	replacements	9629	2.119e-06
26229	22830	marlborough	9628	2.119e-06
16212	25091	##tler	9628	2.119e-06
2395	18311	clinched	9627	2.119e-06
17563	25553	shielding	9627	2.119e-06
20546	23638	flutter	9626	2.119e-06
4885	25067	jars	9625	2.119e-06
26388	24780	vomiting	9624	2.118e-06
26498	22528	maclean	9621	2.118e-06
19030	24720	unaffected	9620	2.117e-06
25901	22257	rumbled	9620	2.117e-06
18929	29425	juniper	9619	2.117e-06
25036	24544	bergman	9618	2.117e-06
22235	23627	kurdistan	9618	2.117e-06
25495	22329	cochrane	9617	2.117e-06
25502	24999	##rrick	9616	2.117e-06
17445	24895	##scopic	9615	2.116e-06
23899	24972	membranes	9615	2.116e-06
23924	24708	hermitage	9615	2.116e-06
25982	23557	printers	9615	2.116e-06
25614	26362	##heard	9614	2.116e-06
11974	20468	mallory	9614	2.116e-06
16832	28788	##ocytes	9612	2.116e-06
23590	27574	assimilation	9611	2.115e-06
15767	23173	goethe	9609	2.115e-06
23895	27631	##ccus	9609	2.115e-06
25931	22256	lausanne	9608	2.115e-06
2587	20507	yokohama	9602	2.113e-06
25079	16909	afb	9601	2.113e-06
23684	24923	dashboard	9600	2.113e-06
22376	25944	##erved	9595	2.112e-06
23342	24358	loomed	9595	2.112e-06
27642	1176	φ	9594	2.112e-06
23806	26118	deterioration	9594	2.112e-06
18710	23094	guantanamo	9594	2.112e-06
21421	25415	donegal	9594	2.112e-06
26456	28412	##taka	9594	2.112e-06
25531	22871	freiburg	9593	2.112e-06
23995	24252	eastman	9593	2.112e-06
22825	27099	triggers	9591	2.111e-06
24329	25580	mobilization	9587	2.110e-06
25316	25995	distinctions	9586	2.110e-06
19018	23351	chattanooga	9584	2.110e-06
15657	26178	budgets	9582	2.109e-06
18559	21607	yunnan	9581	2.109e-06
27773	25603	sudanese	9581	2.109e-06
23516	23565	##oise	9580	2.109e-06
17996	22489	newmarket	9580	2.109e-06
22096	25942	fifties	9579	2.108e-06
25006	29554	abolitionist	9578	2.108e-06
24976	24311	drilled	9574	2.107e-06
25825	22405	zoology	9574	2.107e-06
10104	26265	whistled	9574	2.107e-06
24333	21064	470	9572	2.107e-06
24307	23180	##inging	9572	2.107e-06
9431	22233	prakash	9571	2.107e-06
19005	27375	pristine	9571	2.107e-06
21228	22062	filly	9570	2.106e-06
18595	24838	##ignment	9569	2.106e-06
24915	23018	raceway	9569	2.106e-06
19808	22622	milford	9569	2.106e-06
26680	20789	maddy	9567	2.106e-06
27146	24699	revisions	9567	2.106e-06
24701	21771	nightingale	9566	2.106e-06
25770	22041	sampson	9566	2.106e-06
21459	19407	brandt	9565	2.105e-06
23428	21364	1761	9565	2.105e-06
25021	26640	equator	9565	2.105e-06
23554	23297	237	9564	2.105e-06
20579	26249	fitzpatrick	9564	2.105e-06
24220	25335	royalties	9561	2.104e-06
27208	25936	bosch	9560	2.104e-06
23705	19569	claudio	9559	2.104e-06
23499	26376	##bians	9559	2.104e-06
22577	26511	lear	9559	2.104e-06
22523	26262	learners	9558	2.104e-06
26752	18501	gallons	9557	2.104e-06
24786	27890	paranoia	9557	2.104e-06
9715	21417	1755	9556	2.103e-06
23902	23922	sumner	9555	2.103e-06
22979	20642	landon	9555	2.103e-06
26802	29516	deprivation	9554	2.103e-06
6336	22582	251	9553	2.103e-06
21380	28176	##rdon	9553	2.103e-06
23979	28113	##nism	9553	2.103e-06
22173	27552	redwood	9551	2.102e-06
23588	23763	spores	9551	2.102e-06
16940	24113	kobe	9550	2.102e-06
22769	28349	shrill	9549	2.102e-06
20130	24350	whistling	9549	2.102e-06
26552	25929	##vies	9548	2.102e-06
22424	29081	metaphysical	9548	2.102e-06
22658	28674	##filtration	9548	2.102e-06
26494	22709	raaf	9548	2.102e-06
21677	21710	##folia	9547	2.101e-06
19303	28406	purification	9547	2.101e-06
21343	23153	dhabi	9546	2.101e-06
23821	25793	##ocene	9546	2.101e-06
18409	27520	coping	9546	2.101e-06
9597	28675	disciplined	9546	2.101e-06
21446	26174	##otted	9546	2.101e-06
27696	28954	##iii	9544	2.101e-06
21493	26715	##gical	9543	2.100e-06
22326	23265	cactus	9543	2.100e-06
22076	24379	exasperated	9543	2.100e-06
21511	25674	announcements	9541	2.100e-06
24079	21835	##rella	9538	2.099e-06
25362	25910	##khand	9536	2.099e-06
21437	24908	diversified	9534	2.099e-06
16170	25675	anthologies	9534	2.099e-06
20176	25896	##vered	9534	2.099e-06
23094	28928	galilee	9532	2.098e-06
20238	23219	instructional	9531	2.098e-06
25875	24466	filmmaking	9530	2.098e-06
23222	25617	indefinite	9526	2.097e-06
23591	27388	portals	9525	2.097e-06
22037	22702	39th	9525	2.097e-06
19708	24387	props	9525	2.097e-06
21342	23602	tolkien	9525	2.097e-06
23309	25729	stipulated	9523	2.096e-06
22344	27106	ledger	9523	2.096e-06
19252	25762	artefacts	9520	2.095e-06
21713	23379	##oese	9520	2.095e-06
22434	29128	##ה	9520	2.095e-06
22450	25406	juveniles	9519	2.095e-06
23057	24236	waterfalls	9518	2.095e-06
20047	28605	rohan	9517	2.095e-06
23931	26616	initiating	9517	2.095e-06
14429	26281	fished	9517	2.095e-06
24232	22882	bournemouth	9516	2.095e-06
18307	21985	scarred	9516	2.095e-06
24127	25422	doorbell	9516	2.095e-06
20988	25841	oleg	9515	2.094e-06
21286	26519	cantor	9514	2.094e-06
13981	25042	offender	9513	2.094e-06
24574	24885	floats	9513	2.094e-06
23947	25695	prized	9513	2.094e-06
23519	25555	##glers	9512	2.094e-06
23208	26812	£10	9512	2.094e-06
20319	26472	orbiting	9512	2.094e-06
15109	27660	apocalyptic	9510	2.093e-06
24978	25874	ammonia	9510	2.093e-06
22872	26003	vested	9508	2.093e-06
23903	26647	sonora	9507	2.093e-06
14098	18825	wiley	9507	2.093e-06
25692	26131	degraded	9502	2.091e-06
21993	25216	rigged	9501	2.091e-06
20650	24222	chilly	9500	2.091e-06
6991	23269	legions	9499	2.091e-06
17777	23986	cruises	9499	2.091e-06
26431	25814	formulas	9498	2.091e-06
16366	24235	raion	9496	2.090e-06
26280	23622	beaufort	9495	2.090e-06
3417	25011	condensed	9494	2.090e-06
16678	25265	drenched	9492	2.089e-06
20525	21977	lurched	9492	2.089e-06
23846	25780	##lving	9491	2.089e-06
26349	24781	groaning	9491	2.089e-06
18364	24928	publicized	9490	2.089e-06
25818	26125	subcontinent	9490	2.089e-06
13309	23129	gabon	9489	2.089e-06
23331	25981	sheng	9488	2.088e-06
26056	1085	µ	9487	2.088e-06
23601	28257	rappers	9485	2.088e-06
27430	24055	maccabi	9485	2.088e-06
25943	21018	connolly	9484	2.088e-06
26614	27691	taxonomic	9481	2.087e-06
26413	24352	##river	9480	2.087e-06
24271	28685	anomaly	9479	2.086e-06
17754	26670	rumbling	9478	2.086e-06
24349	25567	luminous	9477	2.086e-06
19008	25906	clemson	9477	2.086e-06
26238	28748	##cina	9476	2.086e-06
23029	22836	gothenburg	9472	2.085e-06
23531	25006	reductions	9472	2.085e-06
18662	24749	uninhabited	9471	2.085e-06
24213	29610	thyroid	9471	2.085e-06
14490	24041	##nary	9471	2.085e-06
22761	24938	##lassified	9471	2.085e-06
24911	24856	multiplication	9470	2.084e-06
25182	23037	lyndon	9469	2.084e-06
24115	28020	##nais	9469	2.084e-06
22981	23639	boating	9469	2.084e-06
23270	27460	chimed	9469	2.084e-06
21540	27044	secluded	9466	2.084e-06
22641	26984	gallant	9464	2.083e-06
25860	24681	seizing	9463	2.083e-06
22843	26021	recommends	9462	2.083e-06
24858	26448	snooker	9462	2.083e-06
22364	23286	moines	9461	2.082e-06
20676	23582	peppers	9461	2.082e-06
15431	27428	##oted	9461	2.082e-06
22833	27247	occurrences	9460	2.082e-06
16889	23604	welding	9456	2.081e-06
19282	25548	bulbs	9455	2.081e-06
19361	20574	##zione	9453	2.081e-06
23633	24627	confederates	9452	2.080e-06
24286	23953	plaintiffs	9451	2.080e-06
20433	22396	betsy	9449	2.080e-06
23645	23255	davy	9449	2.080e-06
23065	21768	voodoo	9449	2.080e-06
24712	29154	##arding	9448	2.080e-06
22042	25505	facilitating	9446	2.079e-06
20510	24648	felony	9446	2.079e-06
23650	27510	jena	9442	2.078e-06
24299	26622	combatants	9442	2.078e-06
7609	23834	godfather	9442	2.078e-06
23695	27015	##evsky	9442	2.078e-06
24153	24834	walden	9441	2.078e-06
20582	21479	baroness	9440	2.078e-06
21129	23059	foreword	9437	2.077e-06
23112	27283	##washed	9435	2.077e-06
23431	27413	##nator	9435	2.077e-06
23752	21402	massey	9433	2.076e-06
22527	26060	tesla	9433	2.076e-06
21487	25254	rotational	9433	2.076e-06
25129	26851	rosy	9433	2.076e-06
25680	25618	warped	9432	2.076e-06
23713	26848	regatta	9431	2.076e-06
14172	27272	##ctum	9430	2.076e-06
21955	23944	680	9429	2.075e-06
9967	24983	magnesium	9428	2.075e-06
4986	23492	sable	9426	2.075e-06
9168	26188	minnie	9424	2.074e-06
25761	29272	postdoctoral	9423	2.074e-06
23059	26772	socrates	9422	2.074e-06
23831	9008	kylie	9421	2.074e-06
23805	23983	asiatic	9420	2.073e-06
22028	27466	##sions	9419	2.073e-06
11933	27199	##cous	9419	2.073e-06
17927	25916	cholera	9415	2.072e-06
19170	20836	gutierrez	9415	2.072e-06
21076	28638	thanking	9415	2.072e-06
18982	24149	handwriting	9414	2.072e-06
20276	24577	compliant	9411	2.071e-06
22626	23302	##physical	9410	2.071e-06
21879	28141	anatomical	9409	2.071e-06
25585	22937	inverness	9409	2.071e-06
21868	25972	fetal	9408	2.071e-06
21596	25403	sterile	9405	2.070e-06
18166	25718	php	9404	2.070e-06
23023	26749	visuals	9404	2.070e-06
19177	19060	accordion	9403	2.070e-06
27055	22228	macintosh	9403	2.070e-06
25865	22352	##eley	9403	2.070e-06
24848	23696	deportivo	9402	2.069e-06
24587	28247	##ains	9401	2.069e-06
26825	25188	frs	9397	2.068e-06
23906	24752	pamphlets	9396	2.068e-06
25726	23744	##wives	9395	2.068e-06
14029	22295	pained	9395	2.068e-06
22948	25562	cores	9395	2.068e-06
17594	22385	guineas	9394	2.068e-06
24460	28309	reciprocal	9393	2.067e-06
20983	20168	hiroshima	9392	2.067e-06
26018	23080	cicero	9389	2.067e-06
19198	21895	bangor	9389	2.067e-06
23210	25622	unsuitable	9386	2.066e-06
26678	22904	315	9385	2.066e-06
25518	26981	sweeps	9385	2.066e-06
23170	27994	seriousness	9385	2.066e-06
10783	25591	witty	9385	2.066e-06
23745	25719	registering	9384	2.066e-06
26420	23291	fronted	9380	2.065e-06
19571	21851	swelled	9378	2.064e-06
19971	28661	digger	9377	2.064e-06
23064	26254	castes	9377	2.064e-06
23478	24797	pharmaceuticals	9374	2.063e-06
21960	26277	ceasefire	9374	2.063e-06
22382	25788	blackened	9374	2.063e-06
26961	29725	##θ	9374	2.063e-06
22870	26375	barbecue	9372	2.063e-06
11314	28014	##talk	9372	2.063e-06
18040	28808	##bular	9372	2.063e-06
21924	28877	visitation	9370	2.062e-06
13750	22696	pyrenees	9368	2.062e-06
12362	29420	moderator	9367	2.062e-06
22202	24929	tricked	9366	2.062e-06
24720	24435	##llary	9366	2.062e-06
24015	21667	1759	9364	2.061e-06
23013	26706	clerks	9364	2.061e-06
21065	25274	taxonomy	9364	2.061e-06
18916	25679	##shaft	9363	2.061e-06
24000	23926	wilcox	9363	2.061e-06
24295	25940	##pathic	9362	2.061e-06
23707	26542	benfica	9360	2.060e-06
25806	23478	maia	9358	2.060e-06
23888	26451	declines	9358	2.060e-06
25333	29398	bipolar	9358	2.060e-06
2204	29737	##χ	9355	2.059e-06
19712	26910	##rization	9355	2.059e-06
17361	25857	fooled	9354	2.059e-06
27338	25633	terraces	9353	2.059e-06
12959	25444	##osphere	9353	2.059e-06
26152	23431	titanium	9353	2.059e-06
23775	26825	bundles	9350	2.058e-06
23717	25214	headlined	9349	2.058e-06
23127	26872	fragmented	9348	2.058e-06
23647	23015	iroquois	9348	2.058e-06
22938	23902	fallout	9347	2.057e-06
24921	25184	##icative	9346	2.057e-06
25992	20860	##eux	9346	2.057e-06
24809	27295	stimulating	9345	2.057e-06
19948	20406	hectare	9344	2.057e-06
25512	22686	amplifier	9343	2.056e-06
26852	29260	condor	9340	2.056e-06
27886	25560	##aceous	9340	2.056e-06
25077	21827	##vington	9340	2.056e-06
23934	23113	hauling	9340	2.056e-06
12880	27705	extinguished	9338	2.055e-06
23377	28072	stupidity	9335	2.055e-06
10839	24854	homogeneous	9333	2.054e-06
12631	25947	adolescents	9333	2.054e-06
20014	27477	hollis	9333	2.054e-06
21378	22884	243	9330	2.054e-06
16003	21488	1764	9329	2.053e-06
10499	24738	afternoons	9327	2.053e-06
27343	24044	charms	9327	2.053e-06
20523	25054	bubbling	9327	2.053e-06
2121	26051	kitchens	9326	2.053e-06
25913	23837	djs	9326	2.053e-06
25270	28297	persistence	9326	2.053e-06
21850	29172	detrimental	9325	2.053e-06
22633	27177	lister	9325	2.053e-06
16273	27898	##tangled	9324	2.052e-06
26606	23498	wolff	9323	2.052e-06
22661	26502	richly	9323	2.052e-06
21218	23568	guiana	9323	2.052e-06
27942	27791	commits	9322	2.052e-06
19956	24954	bjp	9322	2.052e-06
26504	25080	pleistocene	9320	2.051e-06
25315	27654	##scent	9320	2.051e-06
13946	29218	##eft	9318	2.051e-06
25955	24760	rehearsals	9317	2.051e-06
13107	27547	terrific	9316	2.051e-06
23003	26732	asteroids	9315	2.050e-06
20511	18109	quintet	9314	2.050e-06
25460	25727	docked	9314	2.050e-06
21444	22351	rhone	9313	2.050e-06
20175	1518	―	9313	2.050e-06
26275	29264	##urrent	9312	2.050e-06
23930	21616	akira	9309	2.049e-06
12091	28097	##iction	9309	2.049e-06
21391	23844	mortals	9309	2.049e-06
26595	25225	olympiad	9308	2.049e-06
22417	26097	involuntary	9308	2.049e-06
6480	25178	arcadia	9307	2.049e-06
2946	19744	takeoff	9305	2.048e-06
25183	18711	tightening	9304	2.048e-06
25049	26741	##eles	9303	2.048e-06
6229	25123	fabrics	9303	2.048e-06
25434	21809	1745	9302	2.047e-06
23867	22869	##elles	9298	2.047e-06
23691	23590	embroidered	9298	2.047e-06
26301	24567	darting	9298	2.047e-06
20070	21507	garry	9297	2.046e-06
26052	23556	nehru	9297	2.046e-06
22400	29559	rations	9297	2.046e-06
23998	23754	siena	9296	2.046e-06
25501	28520	hoax	9294	2.046e-06
19873	26001	rescues	9293	2.045e-06
27717	26235	horticultural	9293	2.045e-06
24194	25007	barbed	9293	2.045e-06
23960	27183	gabby	9293	2.045e-06
18714	23305	##sław	9291	2.045e-06
4465	21978	narrowing	9291	2.045e-06
19048	25822	prohibits	9289	2.045e-06
23792	16964	regan	9288	2.044e-06
27448	23357	##iaceae	9288	2.044e-06
25030	26808	horned	9285	2.044e-06
21393	29320	##cence	9285	2.044e-06
24704	19447	anastasia	9283	2.043e-06
20682	25361	dimly	9283	2.043e-06
25015	26371	##rdes	9280	2.043e-06
24100	26310	##tructing	9280	2.043e-06
19928	25252	tufts	9280	2.043e-06
18089	26728	gambia	9279	2.042e-06
26032	24723	flopped	9279	2.042e-06
19663	26635	parades	9277	2.042e-06
20118	20950	xml	9277	2.042e-06
20519	26127	##scope	9277	2.042e-06
24833	27749	conserve	9277	2.042e-06
25507	24674	anchors	9277	2.042e-06
16667	22984	##mx	9276	2.042e-06
26776	22003	cleopatra	9275	2.042e-06
24536	28037	##arded	9275	2.042e-06
25228	25248	coven	9274	2.041e-06
25768	26320	##eger	9273	2.041e-06
23042	25396	coinage	9273	2.041e-06
24123	20768	henley	9273	2.041e-06
8920	29314	##ruck	9271	2.041e-06
25478	27675	perpetrators	9270	2.040e-06
22575	24317	##itas	9266	2.040e-06
22426	25863	##urance	9266	2.040e-06
12846	21588	ljubljana	9265	2.039e-06
24416	29111	##oles	9265	2.039e-06
24805	23223	##lto	9264	2.039e-06
20829	24875	massif	9264	2.039e-06
23393	29280	derivation	9264	2.039e-06
18428	26623	intervening	9263	2.039e-06
4230	18758	husky	9263	2.039e-06
26569	23593	236	9262	2.039e-06
20001	24080	##ckman	9262	2.039e-06
19351	21498	johanna	9262	2.039e-06
20093	24037	friars	9262	2.039e-06
18721	24428	##furt	9261	2.038e-06
21732	23030	markus	9260	2.038e-06
21884	25057	##mming	9260	2.038e-06
17188	25683	assassinate	9259	2.038e-06
15048	23360	frescoes	9259	2.038e-06
25155	25938	collapses	9259	2.038e-06
25374	26711	##vances	9257	2.038e-06
17564	26609	standalone	9256	2.037e-06
17750	26053	##partisan	9255	2.037e-06
16571	21067	gillespie	9251	2.036e-06
13710	27498	faerie	9251	2.036e-06
19942	23768	322	9249	2.036e-06
25457	24943	ramps	9249	2.036e-06
21585	24109	syriac	9249	2.036e-06
24794	22986	leary	9248	2.036e-06
26374	21036	312	9248	2.036e-06
23941	25449	truncated	9248	2.036e-06
20514	23276	rune	9248	2.036e-06
26292	24047	hagen	9247	2.035e-06
25170	25018	invincible	9247	2.035e-06
25017	28575	imaginative	9246	2.035e-06
18590	22981	postage	9244	2.035e-06
23411	27175	complimented	9243	2.034e-06
20316	27029	proficient	9241	2.034e-06
22152	25169	scaling	9238	2.033e-06
21392	26491	kayla	9237	2.033e-06
26900	21664	hailey	9237	2.033e-06
23571	29282	##elis	9236	2.033e-06
22119	23345	##sons	9234	2.032e-06
25064	26183	grasslands	9234	2.032e-06
23539	28993	##ometric	9232	2.032e-06
13126	28886	##sling	9231	2.032e-06
17932	25908	sizable	9229	2.031e-06
27473	25271	malley	9228	2.031e-06
25230	18270	zeke	9228	2.031e-06
25774	23829	##kovsky	9227	2.031e-06
24101	28329	##asurable	9227	2.031e-06
10191	29246	##athan	9227	2.031e-06
25465	22577	gettysburg	9226	2.031e-06
23586	27097	surpassing	9225	2.031e-06
24378	29303	frowns	9224	2.030e-06
24112	26652	##sation	9223	2.030e-06
23780	26076	crabs	9223	2.030e-06
26069	28096	tobin	9223	2.030e-06
25710	28012	limousine	9220	2.029e-06
15383	28644	onslaught	9219	2.029e-06
19635	22693	##chfield	9219	2.029e-06
25520	21410	1766	9219	2.029e-06
21837	25126	sleeps	9218	2.029e-06
23784	24774	ionic	9217	2.029e-06
27080	29409	acquaintances	9217	2.029e-06
22685	25707	redistribution	9217	2.029e-06
25024	24957	berwick	9216	2.029e-06
25278	19384	gunther	9215	2.028e-06
23980	22654	motown	9214	2.028e-06
23779	23937	hawker	9214	2.028e-06
27631	22250	nuevo	9214	2.028e-06
19501	26090	whereupon	9213	2.028e-06
27020	25179	inuit	9213	2.028e-06
3700	26972	##minated	9212	2.028e-06
22327	26663	ignores	9212	2.028e-06
24385	23162	thessaloniki	9211	2.027e-06
25948	19375	bethel	9211	2.027e-06
25076	17481	springer	9208	2.027e-06
24895	26357	astronomers	9207	2.027e-06
23304	27151	hasty	9205	2.026e-06
23871	26112	uniting	9204	2.026e-06
4259	29439	unfit	9204	2.026e-06
17990	24758	grips	9204	2.026e-06
22158	26599	thug	9202	2.025e-06
23194	28049	acknowledges	9201	2.025e-06
13371	27518	noses	9201	2.025e-06
25051	29553	##avs	9200	2.025e-06
25819	28031	specialization	9198	2.025e-06
22851	28019	robbers	9198	2.025e-06
26432	23209	kyrgyzstan	9198	2.025e-06
23027	28488	##ually	9196	2.024e-06
9320	26507	lauded	9195	2.024e-06
589	15803	bourne	9194	2.024e-06
23155	21384	strangled	9194	2.024e-06
15396	27608	newfound	9194	2.024e-06
22900	24124	##hesis	9193	2.023e-06
19020	22273	carleton	9193	2.023e-06
22472	21730	westwood	9192	2.023e-06
27403	28882	murderers	9191	2.023e-06
21000	25129	breakout	9191	2.023e-06
26183	20332	glittering	9191	2.023e-06
24564	28956	friendships	9189	2.023e-06
26754	27074	20s	9189	2.023e-06
26798	26041	nexus	9189	2.023e-06
25069	25637	whorls	9189	2.023e-06
26278	24789	skaters	9189	2.023e-06
16982	23121	wexford	9188	2.022e-06
23739	26292	fatally	9186	2.022e-06
24368	25484	hinges	9185	2.022e-06
26156	28099	##cheon	9185	2.022e-06
23103	27192	nazareth	9184	2.021e-06
21845	28524	##icon	9181	2.021e-06
23729	24806	computed	9180	2.021e-06
24137	24003	corbin	9180	2.021e-06
25736	26176	tackled	9178	2.020e-06
26335	28710	inwardly	9178	2.020e-06
13505	25442	aisles	9177	2.020e-06
27205	28237	dissatisfaction	9173	2.019e-06
12761	26233	staggering	9173	2.019e-06
21313	26901	##mental	9173	2.019e-06
26563	26700	bouquet	9173	2.019e-06
17047	24994	1630	9172	2.019e-06
20628	23532	311	9172	2.019e-06
27511	18409	##psis	9171	2.019e-06
24854	22241	cantonese	9170	2.018e-06
26512	26454	##ags	9169	2.018e-06
24244	25606	restarted	9169	2.018e-06
10901	23703	masovian	9169	2.018e-06
26445	24245	soundtracks	9167	2.018e-06
14913	25381	cosmetics	9167	2.018e-06
15007	23999	disks	9167	2.018e-06
26711	24553	##enary	9164	2.017e-06
26686	28587	somber	9164	2.017e-06
23380	26295	##orno	9161	2.016e-06
11290	26814	escalated	9161	2.016e-06
24200	26167	accommodations	9157	2.016e-06
25157	26961	gingerly	9156	2.015e-06
23778	27077	camped	9155	2.015e-06
22679	27948	contractual	9153	2.015e-06
27002	24383	##feng	9153	2.015e-06
27328	25365	nellie	9151	2.014e-06
